videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0027,Transitionary Idle7,19:59,20:17
RALIHR_surgeon01_fps01_0027,Mesh placement1,20:17,23:14
RALIHR_surgeon01_fps01_0027,Transitionary Idle8,23:14,23:27
RALIHR_surgeon01_fps01_0027,Positioning suture1,23:27,23:45
RALIHR_surgeon01_fps01_0027,Peritoneal closure1,23:45,30:11
RALIHR_surgeon01_fps01_0027,Positioning suture2,30:11,30:38
RALIHR_surgeon01_fps01_0028,Transitionary Idle1,00:00,00:14
RALIHR_surgeon01_fps01_0028,Mesh positioning1,00:14,00:25
RALIHR_surgeon01_fps01_0028,Transitionary Idle2,00:25,00:28
RALIHR_surgeon01_fps01_0028,Positioning suture1,00:28,00:46
RALIHR_surgeon01_fps01_0028,Transitionary Idle3,00:46,01:00
RALIHR_surgeon01_fps01_0028,Mesh positioning2,01:00,01:02
RALIHR_surgeon01_fps01_0028,Transitionary Idle4,01:02,01:12
RALIHR_surgeon01_fps01_0028,Peritoneal scoring1,01:12,02:42
RALIHR_surgeon01_fps01_0028,Preperitoneal dissection1,02:42,05:57
RALIHR_surgeon01_fps01_0028,Blurry1,05:57,06:18
RALIHR_surgeon01_fps01_0028,Out of Body1,06:18,07:04
RALIHR_surgeon01_fps01_0028,Transitionary Idle5,07:04,07:17
RALIHR_surgeon01_fps01_0028,Preperitoneal dissection2,07:17,10:31
RALIHR_surgeon01_fps01_0028,Reduction of Hernia1,10:31,13:09
RALIHR_surgeon01_fps01_0028,Transitionary Idle6,13:09,13:26
RALIHR_surgeon01_fps01_0028,Mesh placement1,13:26,16:25
RALIHR_surgeon01_fps01_0028,Transitionary Idle7,16:25,16:30
RALIHR_surgeon01_fps01_0028,Catheter insertion,16:30,16:59
RALIHR_surgeon01_fps01_0028,Transitionary Idle8,16:59,17:47
RALIHR_surgeon01_fps01_0028,Stationary Idle1,17:47,18:16
RALIHR_surgeon01_fps01_0028,Transitionary Idle9,18:16,18:22
RALIHR_surgeon01_fps01_0028,Peritoneal scoring2,18:22,20:46
RALIHR_surgeon01_fps01_0028,Prepertioneal dissection3,20:46,31:24
RALIHR_surgeon01_fps01_0028,Reduction of Hernia2,31:24,35:25
RALIHR_surgeon01_fps01_0028,Transitionary Idle10,35:25,35:58
RALIHR_surgeon01_fps01_0028,Stationary Idle2,35:58,36:24
RALIHR_surgeon01_fps01_0028,Transitionary Idle11,36:24,36:44
RALIHR_surgeon01_fps01_0028,Mesh placement2,36:44,41:04
RALIHR_surgeon01_fps01_0028,Transitionary Idle12,41:04,41:25
RALIHR_surgeon01_fps01_0028,Mesh placement3,41:25,42:23
RALIHR_surgeon01_fps01_0028,Transitionary Idle13,42:23,42:34
RALIHR_surgeon01_fps01_0028,Positioning suture2,42:34,42:48
RALIHR_surgeon01_fps01_0028,Peritoneal closure1,42:48,49:05
RALIHR_surgeon01_fps01_0028,Positioning suture3,49:05,49:59
RALIHR_surgeon01_fps01_0028,Peritoneal closure2,49:59,56:43
RALIHR_surgeon01_fps01_0028,Positioning suture4,56:43,57:18
RALIHR_surgeon01_fps01_0029,Transitionary Idle1,00:00,00:10
RALIHR_surgeon01_fps01_0029,Mesh positioning1,00:10,00:12
RALIHR_surgeon01_fps01_0029,Transitionary Idle2,00:12,00:17
RALIHR_surgeon01_fps01_0029,Positioning suture1,00:17,00:25
RALIHR_surgeon01_fps01_0029,Transitionary Idle3,00:25,01:16
RALIHR_surgeon01_fps01_0029,Peritoneal scoring1,01:16,02:03
RALIHR_surgeon01_fps01_0029,Preperitoneal dissection1,02:03,03:30
RALIHR_surgeon01_fps01_0029,Peritoneal scoring2,03:30,03:41
RALIHR_surgeon01_fps01_0029,Preperitoneal dissection2,03:41,06:33
RALIHR_surgeon01_fps01_0029,Reduction of Hernia1,06:33,18:17
RALIHR_surgeon01_fps01_0029,Transitionary Idle4,18:17,18:21
RALIHR_surgeon01_fps01_0029,Stationary Idle1,18:21,18:33
RALIHR_surgeon01_fps01_0029,Transitionary Idle5,18:33,18:38
RALIHR_surgeon01_fps01_0029,Mesh placement1,18:38,18:51
RALIHR_surgeon01_fps01_0029,Transitionary Idle6,18:51,19:59
RALIHR_surgeon01_fps01_0029,Mesh placement2,19:59,24:09
RALIHR_surgeon01_fps01_0029,Transitionary Idle7,24:09,24:41
RALIHR_surgeon01_fps01_0029,Positioning suture2,24:41,24:46
RALIHR_surgeon01_fps01_0029,Peritoneal closure1,24:46,25:52
RALIHR_surgeon01_fps01_0029,Cathter insertion,25:52,26:33
RALIHR_surgeon01_fps01_0029,Peritoneal closure2,26:33,30:29
RALIHR_surgeon01_fps01_0029,Positioning suture3,30:29,33:47
RALIHR_surgeon01_fps01_0029,Peritoneal closure2,33:47,50:33
RALIHR_surgeon01_fps01_0029,Positioning suture4,50:33,51:46
RALIHR_surgeon01_fps01_0029,Transitionary Idle8,51:46,52:00
RALIHR_surgeon01_fps01_0030,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0030,Positioning suture1,00:08,00:16
RALIHR_surgeon01_fps01_0030,Transitionary Idle2,00:16,00:23
RALIHR_surgeon01_fps01_0030,Mesh positioning1,00:23,00:33
RALIHR_surgeon01_fps01_0030,Transitionary Idle3,00:33,00:50
RALIHR_surgeon01_fps01_0030,Peritoneal scoring1,00:50,01:50
RALIHR_surgeon01_fps01_0030,Preperitoneal dissection1,01:50,05:06
RALIHR_surgeon01_fps01_0030,Reduction of Hernia1,05:06,15:03
RALIHR_surgeon01_fps01_0030,Transitionary Idle4,15:03,15:14
RALIHR_surgeon01_fps01_0030,Mesh placement1,15:14,16:31
RALIHR_surgeon01_fps01_0030,Transitionary Idle5,16:31,16:34
RALIHR_surgeon01_fps01_0030,Stationary Idle1,16:34,16:44
RALIHR_surgeon01_fps01_0030,Transitionary Idle6,16:44,16:47
RALIHR_surgeon01_fps01_0030,Stationary Idle2,16:47,17:08
RALIHR_surgeon01_fps01_0030,Transitionary Idle7,17:08,17:36
RALIHR_surgeon01_fps01_0030,Mesh placement2,17:36,27:25
RALIHR_surgeon01_fps01_0030,Transitionary Idle8,27:25,27:33
RALIHR_surgeon01_fps01_0030,Positioning suture2,27:33,27:50
RALIHR_surgeon01_fps01_0030,Peritoneal closure1,27:50,28:45
RALIHR_surgeon01_fps01_0030,Transitionary Idle9,28:45,29:05
RALIHR_surgeon01_fps01_0030,Catheter insertion,29:05,29:38
RALIHR_surgeon01_fps01_0030,Positioning suture3,29:38,30:03
RALIHR_surgeon01_fps01_0030,Peritoneal closure2,30:03,41:07
RALIHR_surgeon01_fps01_0030,Positioning suture4,41:07,42:25
RALIHR_surgeon01_fps01_0030,Peritoneal closure3,42:25,44:46
RALIHR_surgeon01_fps01_0030,Positioning suture5,44:46,45:53
RALIHR_surgeon01_fps01_0030,Transitionary Idle10,45:53,46:05
RALIHR_surgeon01_fps01_0031,Transitionary Idle1,00:00:00,00:00:12
RALIHR_surgeon01_fps01_0031,Positioning suture1,00:00:12,00:00:49
RALIHR_surgeon01_fps01_0031,Transitionary Idle2,00:00:49,00:00:52
RALIHR_surgeon01_fps01_0031,Mesh positioning1,00:00:52,00:01:47
RALIHR_surgeon01_fps01_0031,Transitionary Idle3,00:01:47,00:02:02
RALIHR_surgeon01_fps01_0031,Peritoneal scoring1,00:02:02,00:04:17
RALIHR_surgeon01_fps01_0031,Preperitoneal dissection1,00:04:17,00:06:59
RALIHR_surgeon01_fps01_0031,Reduction of Hernia1,00:06:59,00:10:47
RALIHR_surgeon01_fps01_0031,Transitionary Idle4,00:10:47,00:10:52
RALIHR_surgeon01_fps01_0031,Mesh placement1,00:10:52,00:11:29
RALIHR_surgeon01_fps01_0031,Transitionary Idle5,00:11:29,00:12:09
RALIHR_surgeon01_fps01_0031,Peritoneal scoring2,00:12:09,00:14:05
RALIHR_surgeon01_fps01_0031,Preperitoneal dissection2,00:14:05,00:18:04
RALIHR_surgeon01_fps01_0031,Reduction of Hernia2,00:18:04,00:19:57
RALIHR_surgeon01_fps01_0031,Transitionary Idle6,00:19:57,00:20:36
RALIHR_surgeon01_fps01_0031,Out of Body1,00:20:36,00:20:58
RALIHR_surgeon01_fps01_0031,Transitionary Idle7,00:20:58,00:21:10
RALIHR_surgeon01_fps01_0031,Out of Body2,00:21:10,00:21:35
RALIHR_surgeon01_fps01_0031,Stationary Idle1,00:21:35,00:21:50
RALIHR_surgeon01_fps01_0031,Out of Body3,00:21:50,00:22:22
RALIHR_surgeon01_fps01_0031,Transitionary Idle8,00:22:22,00:22:29
RALIHR_surgeon01_fps01_0031,Mesh placement2,00:22:29,00:26:16
RALIHR_surgeon01_fps01_0031,Transitionary Idle9,00:26:16,00:26:34
RALIHR_surgeon01_fps01_0031,Mesh placement3,00:26:34,00:29:38
RALIHR_surgeon01_fps01_0031,Transitionary Idle10,00:29:38,00:29:41
RALIHR_surgeon01_fps01_0031,Positioning suture2,00:29:41,00:29:51
RALIHR_surgeon01_fps01_0031,Peritoneal closure1,00:29:51,00:30:00
RALIHR_surgeon01_fps01_0031,Catheter insertion,00:30:00,00:30:53
RALIHR_surgeon01_fps01_0031,Peritoneal closure2,00:30:53,00:44:22
RALIHR_surgeon01_fps01_0031,Positioning suture3,00:44:22,00:46:04
RALIHR_surgeon01_fps01_0031,Peritoneal closure3,00:46:04,00:54:20
RALIHR_surgeon01_fps01_0031,Positioning suture4,00:54:20,00:56:36
RALIHR_surgeon01_fps01_0031,Peritoneal closure4,00:56:36,00:58:01
RALIHR_surgeon01_fps01_0031,Positioning suture5,00:58:01,00:58:55
RALIHR_surgeon01_fps01_0031,Peritoneal closure5,00:58:55,00:59:36
RALIHR_surgeon01_fps01_0031,Transitionary Idle11,00:59:36,00:59:58
RALIHR_surgeon01_fps01_0031,Positioning suture6,00:59:58,01:00:37
RALIHR_surgeon01_fps01_0031,Peritoneal closure6,01:00:37,01:05:48
RALIHR_surgeon01_fps01_0031,Positioning suture7,01:05:48,01:06:05
RALIHR_surgeon01_fps01_0031,Peritoneal closure7,01:06:05,01:07:00
RALIHR_surgeon01_fps01_0031,Positioning suture8,01:07:00,01:08:03
RALIHR_surgeon01_fps01_0031,Transitionary Idle12,01:08:03,01:08:19
RALIHR_surgeon01_fps01_0032,Transitionary Idle1,00:00,00:09
RALIHR_surgeon01_fps01_0032,Mesh positioning1,00:09,01:40
RALIHR_surgeon01_fps01_0032,Positioning suture1,01:40,02:09
RALIHR_surgeon01_fps01_0032,Transitionary Idle2,02:09,02:38
RALIHR_surgeon01_fps01_0032,Reduction of Hernia1,02:38,04:38
RALIHR_surgeon01_fps01_0032,Transitionary Idle3,04:38,05:18
RALIHR_surgeon01_fps01_0032,Peritoneal scoring1,05:18,07:46
RALIHR_surgeon01_fps01_0032,Preperitoneal dissection1,07:46,11:07
RALIHR_surgeon01_fps01_0032,Reduction of Hernia2,11:07,26:49
RALIHR_surgeon01_fps01_0032,Transitionary Idle4,26:49,28:19
RALIHR_surgeon01_fps01_0032,Mesh placement1,28:19,34:06
RALIHR_surgeon01_fps01_0032,Transitionary Idle5,34:06,34:19
RALIHR_surgeon01_fps01_0032,Mesh placement2,34:19,37:19
RALIHR_surgeon01_fps01_0032,Transitionary Idle6,37:19,37:47
RALIHR_surgeon01_fps01_0032,Catheter insertion,37:47,38:32
RALIHR_surgeon01_fps01_0032,Transtiionary Idle7,38:32,38:44
RALIHR_surgeon01_fps01_0032,Positioning suture2,38:44,39:00
RALIHR_surgeon01_fps01_0032,Peritoneal closure1,39:00,42:46
RALIHR_surgeon01_fps01_0032,Positioning suture3,42:46,43:39
RALIHR_surgeon01_fps01_0032,Peritoneal closure2,43:39,53:49
RALIHR_surgeon01_fps01_0032,Positioning suture3,53:49,54:03
RALIHR_surgeon01_fps01_0033,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0033,Positioning suture1,00:08,00:12
RALIHR_surgeon01_fps01_0033,Transitionary Idle2,00:12,00:29
RALIHR_surgeon01_fps01_0033,Reduction of Hernia1,00:29,05:01
RALIHR_surgeon01_fps01_0033,Transitionary Idle3,05:01,05:15
RALIHR_surgeon01_fps01_0033,Peritoneal scoring1,05:15,06:13
RALIHR_surgeon01_fps01_0033,Preperitoneal dissection1,06:13,09:39
RALIHR_surgeon01_fps01_0033,Reduction of Hernia2,09:39,25:05
RALIHR_surgeon01_fps01_0033,Transitionary Idle4,25:05,25:14
RALIHR_surgeon01_fps01_0033,Reduction of Hernia3,25:14,25:45
RALIHR_surgeon01_fps01_0033,Transitionary Idle5,25:45,26:15
RALIHR_surgeon01_fps01_0033,Mesh positioning1,26:15,26:28
RALIHR_surgeon01_fps01_0033,Transitionary Idle6,26:28,27:15
RALIHR_surgeon01_fps01_0033,Mesh placement1,27:15,31:04
RALIHR_surgeon01_fps01_0033,Transitionary Idle7,31:04,32:51
RALIHR_surgeon01_fps01_0033,Catheter insertion,32:51,33:48
RALIHR_surgeon01_fps01_0033,Transitionary Idle8,33:48,33:56
RALIHR_surgeon01_fps01_0033,Positioning suture2,33:56,34:14
RALIHR_surgeon01_fps01_0033,Peritoneal closure1,34:14,39:42
RALIHR_surgeon01_fps01_0033,Positioning suture3,39:42,42:19
RALIHR_surgeon01_fps01_0033,Peritoneal closure2,42:19,48:23
RALIHR_surgeon01_fps01_0033,Positioning suture4,48:23,49:18
RALIHR_surgeon01_fps01_0033,Transitionary Idle9,49:18,49:48
RALIHR_surgeon01_fps01_0034,Transitionary Idle1,00:00:00,00:00:08
RALIHR_surgeon01_fps01_0034,Positioning suture1,00:00:08,00:00:27
RALIHR_surgeon01_fps01_0034,Transitionary Idle2,00:00:27,00:00:29
RALIHR_surgeon01_fps01_0034,Mesh positioning 1,00:00:29,00:00:36
RALIHR_surgeon01_fps01_0034,Transitionary Idle3,00:00:36,00:00:56
RALIHR_surgeon01_fps01_0034,Peritoneal scoring1,00:00:56,00:02:39
RALIHR_surgeon01_fps01_0034,Preperitoneal dissection1,00:02:39,00:06:18
RALIHR_surgeon01_fps01_0034,Reduction of Hernia1,00:06:18,00:11:34
RALIHR_surgeon01_fps01_0034,Transitionary Idle4,00:11:34,00:11:40
RALIHR_surgeon01_fps01_0034,Mesh placement1,00:11:40,00:14:44
RALIHR_surgeon01_fps01_0034,Transitionary Idle5,00:14:44,00:15:18
RALIHR_surgeon01_fps01_0034,Peritoneal scoring2,00:15:18,00:17:27
RALIHR_surgeon01_fps01_0034,Preperitoneal dissection2,00:17:27,00:18:30
RALIHR_surgeon01_fps01_0034,Reduction of Hernia2,00:18:30,00:23:30
RALIHR_surgeon01_fps01_0034,Transitionary Idle6,00:23:30,00:23:42
RALIHR_surgeon01_fps01_0034,Mesh placement2,00:23:42,00:24:02
RALIHR_surgeon01_fps01_0034,Transitionary Idle7,00:24:02,00:25:16
RALIHR_surgeon01_fps01_0034,Positioning suture2,00:25:16,00:25:25
RALIHR_surgeon01_fps01_0034,Peritoneal closure1,00:25:25,00:27:28
RALIHR_surgeon01_fps01_0034,Catheter insertion,00:27:28,00:28:10
RALIHR_surgeon01_fps01_0034,Peritoneal closure2,00:28:10,00:32:23
RALIHR_surgeon01_fps01_0034,Positioning suture3,00:32:23,00:35:27
RALIHR_surgeon01_fps01_0034,Transitioning Idle8,00:35:27,00:35:34
RALIHR_surgeon01_fps01_0034,Mesh placement3,00:35:34,00:38:42
RALIHR_surgeon01_fps01_0034,Stationary Idle1,00:38:42,00:39:20
RALIHR_surgeon01_fps01_0034,Mesh placement4,00:39:20,00:39:53
RALIHR_surgeon01_fps01_0034,Transitioning Idle9,00:39:53,00:39:58
RALIHR_surgeon01_fps01_0034,Positioning suture4,00:39:58,00:40:06
RALIHR_surgeon01_fps01_0034,Peritoneal closure3,00:40:06,00:41:48
RALIHR_surgeon01_fps01_0034,Positioning suture5,00:41:48,00:46:23
RALIHR_surgeon01_fps01_0034,Peritoneal closure4,00:46:23,00:55:26
RALIHR_surgeon01_fps01_0034,Positioning suture6,00:55:26,00:57:34
RALIHR_surgeon01_fps01_0034,Peritoneal closure5,00:57:34,00:58:48
RALIHR_surgeon01_fps01_0034,Positioning suture7,00:58:48,00:59:55
RALIHR_surgeon01_fps01_0034,Transitionary Idle10,00:59:55,01:00:15
RALIHR_surgeon01_fps01_0035,Transitionary Idle1,00:00:00,00:00:17
RALIHR_surgeon01_fps01_0035,Positioning suture1,00:00:17,00:00:31
RALIHR_surgeon01_fps01_0035,Transitionary Idle2,00:00:31,00:00:38
RALIHR_surgeon01_fps01_0035,Mesh positioning1,00:00:38,00:00:55
RALIHR_surgeon01_fps01_0035,Transitionary Idle3,00:00:55,00:01:22
RALIHR_surgeon01_fps01_0035,Peritoneal scoring1,00:01:22,00:02:23
RALIHR_surgeon01_fps01_0035,Preperitoneal dissection1,00:02:23,00:05:17
RALIHR_surgeon01_fps01_0035,Reduction of Hernia1,00:05:17,00:19:35
RALIHR_surgeon01_fps01_0035,Transitionary Idle4,00:19:35,00:20:40
RALIHR_surgeon01_fps01_0035,Reduction of Hernia2,00:20:40,00:28:29
RALIHR_surgeon01_fps01_0035,Transitionary Idle5,00:28:29,00:28:39
RALIHR_surgeon01_fps01_0035,Mesh placement1,00:28:39,00:29:10
RALIHR_surgeon01_fps01_0035,Transitionary Idle6,00:29:10,00:29:25
RALIHR_surgeon01_fps01_0035,Peritoneal scoring2,00:29:25,00:30:40
RALIHR_surgeon01_fps01_0035,Preperitoneal dissection2,00:30:40,00:33:06
RALIHR_surgeon01_fps01_0035,Reduction of Hernia3,00:33:06,00:38:05
RALIHR_surgeon01_fps01_0035,Transitionary Idle7,00:38:05,00:38:12
RALIHR_surgeon01_fps01_0035,Mesh placement2,00:38:12,00:38:50
RALIHR_surgeon01_fps01_0035,Transitionary Idle8,00:38:50,00:39:30
RALIHR_surgeon01_fps01_0035,Mesh placement3,00:39:30,00:42:24
RALIHR_surgeon01_fps01_0035,Transitionary Idle9,00:42:24,00:42:38
RALIHR_surgeon01_fps01_0035,Mesh placement4,00:42:38,00:46:23
RALIHR_surgeon01_fps01_0035,Transitionary Idle10,00:46:23,00:47:03
RALIHR_surgeon01_fps01_0035,Catheter insertion1,00:47:03,00:47:05
RALIHR_surgeon01_fps01_0035,Transitionary Idle11,00:47:05,00:47:11
RALIHR_surgeon01_fps01_0035,Positioning suture2,00:47:11,00:47:21
RALIHR_surgeon01_fps01_0035,Catheter insertion2,00:47:21,00:47:31
RALIHR_surgeon01_fps01_0035,Peritoneal closure1,00:47:31,00:48:08
RALIHR_surgeon01_fps01_0035,Out of Body1,00:48:08,00:49:07
RALIHR_surgeon01_fps01_0035,Transitionary Idle12,00:49:07,00:49:22
RALIHR_surgeon01_fps01_0035,Positioning suture3,00:49:22,00:49:30
RALIHR_surgeon01_fps01_0035,Peritoneal closure2,00:49:30,00:52:46
RALIHR_surgeon01_fps01_0035,Positioning suture4,00:52:46,00:53:20
RALIHR_surgeon01_fps01_0035,Peritoneal closure3,00:53:20,00:53:47
RALIHR_surgeon01_fps01_0035,Positioning suture5,00:53:47,00:56:25
RALIHR_surgeon01_fps01_0035,Peritoneal closure4,00:56:25,00:59:21
RALIHR_surgeon01_fps01_0035,Positioning suture6,00:59:21,00:59:28
RALIHR_surgeon01_fps01_0035,Peritoneal closure5,00:59:28,01:00:55
RALIHR_surgeon01_fps01_0035,Positioning suture7,01:00:55,01:03:24
RALIHR_surgeon01_fps01_0035,Peritoneal closure6,01:03:24,01:07:06
RALIHR_surgeon01_fps01_0035,Positioning suture8,01:07:06,01:08:01
RALIHR_surgeon01_fps01_0035,Transitionary Idle13,01:08:01,01:08:38
RALIHR_surgeon01_fps01_0036,Transitionary Idle1,00:00,00:09
RALIHR_surgeon01_fps01_0036,Positioning suture1,00:09,00:25
RALIHR_surgeon01_fps01_0036,Transitionary Idle2,00:25,01:00
RALIHR_surgeon01_fps01_0036,Peritoneal scoring1,01:00,02:40
RALIHR_surgeon01_fps01_0036,Preperitoneal dissection1,02:40,04:53
RALIHR_surgeon01_fps01_0036,Reduction of Hernia1,04:53,10:40
RALIHR_surgeon01_fps01_0036,Transitionary Idle3,10:40,10:45
RALIHR_surgeon01_fps01_0036,Mesh placement1,10:45,11:29
RALIHR_surgeon01_fps01_0036,Transitionary Idle4,11:29,11:36
RALIHR_surgeon01_fps01_0036,Peritoneal scoring2,11:36,13:31
RALIHR_surgeon01_fps01_0036,Preperitoneal dissection2,13:31,15:46
RALIHR_surgeon01_fps01_0036,Reduction of Hernia2,15:46,19:31
RALIHR_surgeon01_fps01_0036,Transitionary Idle5,19:31,19:39
RALIHR_surgeon01_fps01_0036,Mesh placement2,19:39,20:19
RALIHR_surgeon01_fps01_0036,Transitionary Idle6,20:19,20:22
RALIHR_surgeon01_fps01_0036,Stationary Idle1,20:22,20:52
RALIHR_surgeon01_fps01_0036,Transitionary Idle7,20:52,21:24
RALIHR_surgeon01_fps01_0036,Mesh placement3,21:24,27:02
RALIHR_surgeon01_fps01_0036,Transitionary Idle,27:02,27:05
RALIHR_surgeon01_fps01_0036,Positioning suture2,27:05,27:14
RALIHR_surgeon01_fps01_0036,Peritoneal closure1,27:14,27:49
RALIHR_surgeon01_fps01_0036,Catheter insertion,27:49,28:36
RALIHR_surgeon01_fps01_0036,Transitionary Idle8,28:36,28:39
RALIHR_surgeon01_fps01_0036,Peritoneal closure2,28:39,31:49
RALIHR_surgeon01_fps01_0036,Positioning suture3,31:49,31:57
RALIHR_surgeon01_fps01_0036,Transitionary Idle9,31:57,32:08
RALIHR_surgeon01_fps01_0036,Mesh placement4,32:08,35:33
RALIHR_surgeon01_fps01_0036,Transitionary Idle10,35:33,35:41
RALIHR_surgeon01_fps01_0036,Positioning suture4,35:41,36:03
RALIHR_surgeon01_fps01_0036,Peritoneal closure3,36:03,39:43
RALIHR_surgeon01_fps01_0036,Positioning suture5,39:43,40:40
RALIHR_surgeon01_fps01_0036,Transitionary Idle11,40:40,41:06
RALIHR_surgeon01_fps01_0037,Transitionary Idle1,00:00,00:40
RALIHR_surgeon01_fps01_0037,Peritoneal scoring1,00:40,01:48
RALIHR_surgeon01_fps01_0037,Preperitoneal dissection1,01:48,04:02
RALIHR_surgeon01_fps01_0037,Peritoneal scoring2,04:02,04:50
RALIHR_surgeon01_fps01_0037,Preperitoneal dissection2,04:50,11:54
RALIHR_surgeon01_fps01_0037,Reduction of Hernia1,11:54,19:54
RALIHR_surgeon01_fps01_0037,Transitionary Idle2,19:54,20:09
RALIHR_surgeon01_fps01_0037,Mesh placement1,20:09,26:46
RALIHR_surgeon01_fps01_0037,Transitionary Idle3,26:46,28:26
RALIHR_surgeon01_fps01_0037,Catheter insertion,28:26,29:12
RALIHR_surgeon01_fps01_0037,Transitionary Idle4,29:12,29:24
RALIHR_surgeon01_fps01_0037,Positioning suture1,29:24,29:37
RALIHR_surgeon01_fps01_0037,Peritoneal closure1,29:37,33:59
RALIHR_surgeon01_fps01_0037,Positioning suture2,33:59,34:11
RALIHR_surgeon01_fps01_0037,Peritoneal closure2,34:11,35:37
RALIHR_surgeon01_fps01_0037,Positioning suture3,35:37,36:45
RALIHR_surgeon01_fps01_0037,Transitionary Idle5,36:45,37:00
RALIHR_surgeon01_fps01_0037,Stationary Idle1,37:00,37:10
RALIHR_surgeon01_fps01_0038,Transitionary Idle1,00:00,00:13
RALIHR_surgeon01_fps01_0038,Positioning suture1,00:13,00:38
RALIHR_surgeon01_fps01_0038,Transitionary Idle2,00:38,00:46
RALIHR_surgeon01_fps01_0038,Mesh positioning1,00:46,00:52
RALIHR_surgeon01_fps01_0038,Transitionary Idle3,00:52,01:03
RALIHR_surgeon01_fps01_0038,Peritoneal scoring1,01:03,02:56
RALIHR_surgeon01_fps01_0038,Preperitoneal dissection1,02:56,05:21
RALIHR_surgeon01_fps01_0038,Reduction of Hernia1,05:21,10:33
RALIHR_surgeon01_fps01_0038,Transitionary Idle4,10:33,10:39
RALIHR_surgeon01_fps01_0038,Mesh placement1,10:39,11:06
RALIHR_surgeon01_fps01_0038,Transitionary Idle5,11:06,11:17
RALIHR_surgeon01_fps01_0038,Peritoneal scoring2,11:17,13:08
RALIHR_surgeon01_fps01_0038,Preperitoneal dissection2,13:08,18:20
RALIHR_surgeon01_fps01_0038,Reduction of Hernia2,18:20,21:03
RALIHR_surgeon01_fps01_0038,Transitionary Idle6,21:03,21:09
RALIHR_surgeon01_fps01_0038,Mesh placement2,21:09,21:36
RALIHR_surgeon01_fps01_0038,Transitionary Idle7,21:36,22:17
RALIHR_surgeon01_fps01_0038,Reduction of Hernia3,22:17,22:33
RALIHR_surgeon01_fps01_0038,Transitionary Idle8,22:33,22:37
RALIHR_surgeon01_fps01_0038,Mesh placement3,22:37,25:43
RALIHR_surgeon01_fps01_0038,Transitionary Idle9,25:43,25:51
RALIHR_surgeon01_fps01_0038,Mesh placement4,25:51,28:53
RALIHR_surgeon01_fps01_0038,Transitionary Idle10,28:53,29:24
RALIHR_surgeon01_fps01_0038,Catheter insertion,29:24,30:28
RALIHR_surgeon01_fps01_0038,Transitionary Idle11,30:28,30:39
RALIHR_surgeon01_fps01_0038,Positioning suture2,30:39,31:00
RALIHR_surgeon01_fps01_0038,Peritoneal closure1,31:00,35:17
RALIHR_surgeon01_fps01_0038,Positioning suture3,35:17,35:44
RALIHR_surgeon01_fps01_0038,Peritoneal closure2,35:44,49:22
RALIHR_surgeon01_fps01_0038,Positioning suture4,49:22,51:06
RALIHR_surgeon01_fps01_0038,Transitionary Idle12,51:06,52:02
RALIHR_surgeon01_fps01_0038,Positioning suture5,52:02,53:08
RALIHR_surgeon01_fps01_0038,Transitionary Idle13,53:08,53:16
RALIHR_surgeon01_fps01_0038,Stationary Idle1,53:16,53:34
RALIHR_surgeon01_fps01_0039,Transitionary Idle1,00:00,00:08
RALIHR_surgeon01_fps01_0039,Reduction of Hernia1,00:08,00:28
RALIHR_surgeon01_fps01_0039,Transitionary Idle2,00:28,00:34
RALIHR_surgeon01_fps01_0039,Peritoneal scoring1,00:34,02:12
RALIHR_surgeon01_fps01_0039,Preperitoneal dissection1,02:12,05:45
RALIHR_surgeon01_fps01_0039,Reduction of Hernia1,05:45,29:18
RALIHR_surgeon01_fps01_0039,Transitionary Idle3,29:18,29:44
RALIHR_surgeon01_fps01_0039,Mesh placement1,29:44,30:08
RALIHR_surgeon01_fps01_0039,Transitionary Idle4,30:08,30:47
RALIHR_surgeon01_fps01_0039,Positioning suture1,30:47,31:46
RALIHR_surgeon01_fps01_0039,Primary Hernia Repair1,31:46,34:15
RALIHR_surgeon01_fps01_0039,Positioning suture2,34:15,34:32
RALIHR_surgeon01_fps01_0039,Transitionary Idle5,34:32,34:40
RALIHR_surgeon01_fps01_0039,Mesh placement2,34:40,37:08
RALIHR_surgeon01_fps01_0039,Transitionary Idle6,37:08,37:33
RALIHR_surgeon01_fps01_0039,Positioning suture3,37:33,37:51
RALIHR_surgeon01_fps01_0039,Peritoneal closure1,37:51,40:08
RALIHR_surgeon01_fps01_0039,Catheter insertion,40:08,40:37
RALIHR_surgeon01_fps01_0039,Peritoneal closure2,40:37,43:18
RALIHR_surgeon01_fps01_0039,Positioning suture4,43:18,45:43
RALIHR_surgeon01_fps01_0039,Peritoneal closure3,45:43,48:17
RALIHR_surgeon01_fps01_0039,Positioning suture5,48:17,48:30
RALIHR_surgeon01_fps01_0039,Peritoneal closure4,48:30,49:21
RALIHR_surgeon01_fps01_0039,Positioning suture6,49:21,49:29
RALIHR_surgeon01_fps01_0039,Peritoneal closure5,49:29,50:55
RALIHR_surgeon01_fps01_0039,Positioning suture7,50:55,51:17
RALIHR_surgeon01_fps01_0039,Transitionary Idle6,51:17,51:46
RALIHR_surgeon01_fps01_0040,Transitionary Idle1,00:00,00:09
